"","fyear","WC/TA","RE/TA","EBIT/TA","MVE/TL","SA","NewZ","ES"
"46708",2009,0.078691623348606,0.837870600562964,0.175546013026237,1.06319399785638,0.636724127303733,2.3935119132391,2648
"46709",2010,0.0421140686496345,0.655887878663211,0.131471044006528,0.745192769925969,0.481603378999191,1.78783448978791,3906
"46710",2011,0.0151799334783805,0.635794133093255,0.136656913496886,0.658335587788484,0.582251731812839,1.83158284848919,2687
"46711",2012,0.0290923016222991,0.634298048135168,0.130248102675981,0.618609214051239,0.557209831271613,1.77870176355854,3844
"46712",2013,0.0387874076952973,0.646582643939815,0.123568930098273,0.585940121875828,0.52028204985842,1.72473107349644,4173
"46713",2014,0.00665051128522217,0.626267346206926,0.114743053367093,0.493312941329602,0.499853297545179,1.59776855194885,3752
"46714",2015,0.0717591821784156,0.608748737415782,0.113660328771381,0.3972391922772,0.491647519785111,1.57770884120774,5901
"46715",2016,0.0856880944196173,0.622172567892747,0.114288988197548,0.360062451209992,0.479695198808296,1.57347645295268,7360
"46716",2017,0.106387093838172,0.570276235551106,0.107285883316647,0.247711081124218,0.402862473832711,1.3987361602158,8126
"46717",2018,0.0169558738704095,0.605893097481254,0.117140934435685,0.264674709311388,0.382810997885022,1.38251445222341,11255
